,EmployeeID,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkedHours,ScheduleInconsistency,Absences
4134,4135,Yes,50,Travel_Frequently,Sales,4,2,Life Sciences,2,Laboratory Technician,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,7.187551867219917,0.28303735286055387,8
4135,4136,No,36,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Healthcare Representative,29500,4.0,14,0,8.0,1,6,0,0,2.0,4.0,2.0,2,3,6.30462962962963,0.31156663927325406,15
4136,4137,No,45,Travel_Rarely,Sales,24,3,Life Sciences,1,Laboratory Technician,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,6.104751773049646,0.285243659834149,14
4137,4138,No,40,Travel_Rarely,Sales,10,4,Life Sciences,1,Research Scientist,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,3.0,3,3,6.195833333333334,0.27934459932566047,17
4138,4139,No,35,Travel_Frequently,Sales,7,2,Life Sciences,2,Manufacturing Director,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,8.405812324929972,0.2995640596641958,11
4139,4140,No,40,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Manager,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,7.508513708513709,0.31730156400514214,18
4140,4141,No,35,Travel_Rarely,Human Resources,14,1,Life Sciences,2,Research Scientist,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,6.858078602620087,0.31061832128340666,20
4141,4142,No,29,Travel_Rarely,Research & Development,1,3,Medical,3,Sales Executive,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,9.819971264367817,0.2869255031972436,17
4142,4143,No,29,Travel_Rarely,Research & Development,5,3,Medical,2,Sales Representative,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,6.062426900584795,0.3129694244505061,21
4143,4144,Yes,50,Travel_Rarely,Research & Development,17,3,Medical,1,Research Scientist,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,9.618118948824343,0.28257193709979694,8
4144,4145,No,39,Travel_Rarely,Sales,25,3,Medical,2,Sales Executive,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,7.537448559670781,0.2858281696278292,6
4145,4146,No,31,Non-Travel,Research & Development,8,4,Life Sciences,4,Sales Executive,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,7.3137295081967215,0.2804405161854067,5
4146,4147,No,26,Travel_Rarely,Research & Development,11,4,Medical,2,Manager,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,7.488623188405796,0.29903191312326954,19
4147,4148,No,36,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Sales Executive,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,7.732152777777778,0.29169403806752014,9
4148,4149,No,39,Travel_Rarely,Research & Development,2,1,Medical,1,Research Scientist,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,5.9864942528735625,0.2845512514784084,17
4149,4150,No,27,Travel_Rarely,Research & Development,8,2,Medical,1,Laboratory Technician,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,9.327922077922079,0.30330599703712374,18
4150,4151,No,49,Travel_Frequently,Research & Development,6,1,Medical,3,Healthcare Representative,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,6.417013888888889,0.28990518851103253,9
4151,4152,No,34,Travel_Rarely,Sales,4,3,Medical,1,Sales Executive,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,6.470132743362832,0.2689915836131605,23
4152,4153,Yes,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Research Scientist,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,8.586039886039886,0.29583173640239313,15
4153,4154,No,49,Travel_Frequently,Sales,1,4,Life Sciences,2,Manufacturing Director,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,6.697071129707114,0.29702268775619317,10
4154,4155,Yes,37,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Sales Executive,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,8.490576652601971,0.30754353227839576,12
4155,4156,No,33,Travel_Frequently,Research & Development,10,2,Medical,2,Research Scientist,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,9.498087431693987,0.2938090460852554,5
4156,4157,No,27,Travel_Rarely,Sales,5,4,Medical,4,Manufacturing Director,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,6.415866084425035,0.30726776340450784,20
4157,4158,No,32,Travel_Frequently,Research & Development,9,2,Medical,2,Research Scientist,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,7.3428077455048415,0.28937923483493766,8
4158,4159,No,59,Travel_Rarely,Sales,2,2,Marketing,5,Sales Representative,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,10.020567375886523,0.27242481700734034,14
4159,4160,No,30,Travel_Rarely,Research & Development,11,4,Medical,2,Laboratory Technician,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,6.388483547925607,0.3015255897900496,16
4160,4161,No,38,Travel_Frequently,Sales,18,4,Life Sciences,2,Healthcare Representative,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,7.986811594202899,0.30811877103422647,19
4161,4162,No,36,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Sales Executive,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,7.807621082621082,0.30324705390139006,15
4162,4163,No,35,Travel_Rarely,Human Resources,3,4,Human Resources,2,Manager,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,7.5056034482758625,0.3080143112370052,17
4163,4164,No,29,Travel_Rarely,Sales,29,4,Life Sciences,2,Laboratory Technician,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,10.70100806451613,0.29499653106431845,1
4164,4165,No,31,Travel_Rarely,Research & Development,2,2,Medical,2,Laboratory Technician,39750,1.0,15,1,5.0,3,5,4,3,1.0,3.0,2.0,3,3,6.289194915254237,0.30312987783567114,13
4165,4166,No,34,Travel_Rarely,Research & Development,28,3,Technical Degree,1,Laboratory Technician,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,7.597113997113998,0.30037869635350667,18
4166,4167,Yes,28,Travel_Rarely,Research & Development,1,4,Life Sciences,5,Research Director,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,10.495269286754004,0.289033235679634,20
4167,4168,No,29,Travel_Rarely,Research & Development,16,2,Life Sciences,4,Laboratory Technician,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,8.015242165242165,0.29216235981025784,15
4168,4169,No,32,Travel_Rarely,Human Resources,22,3,Human Resources,2,Research Director,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,10.69958158995816,0.29980981375139615,10
4169,4170,No,22,Non-Travel,Research & Development,8,3,Life Sciences,3,Sales Executive,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,9.981673881673881,0.29112805340345893,18
4170,4171,No,53,Travel_Rarely,Research & Development,11,3,Medical,2,Manager,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,8.03114406779661,0.3072088365644816,13
4171,4172,No,38,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Manufacturing Director,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,9.709716599190283,0.2817752040419915,2
4172,4173,No,24,Non-Travel,Research & Development,1,5,Life Sciences,3,Research Scientist,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,6.899568965517242,0.29178537163155305,17
4173,4174,Yes,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Research Director,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,6.495726495726496,0.28540930311505996,15
4174,4175,No,34,Travel_Rarely,Sales,24,3,Marketing,4,Research Scientist,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,6.142847222222222,0.292654667546459,9
4175,4176,No,21,Travel_Rarely,Sales,2,3,Life Sciences,2,Manufacturing Director,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,5.9865497076023395,0.30597029688825544,21
4176,4177,Yes,34,Travel_Rarely,Sales,15,2,Marketing,2,Research Scientist,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,7.799719887955183,0.3191885661667768,11
4177,4178,No,53,Travel_Rarely,Sales,2,1,Life Sciences,5,Human Resources,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3,7.514217687074831,0.31683080279701276,4
4178,4179,Yes,32,Travel_Frequently,Research & Development,10,3,Medical,2,Manufacturing Director,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,9.541381766381766,0.28784416541103,15
4179,4180,No,42,Travel_Rarely,Research & Development,10,3,Technical Degree,2,Laboratory Technician,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4,6.922197962154295,0.31724794824462615,20
4180,4181,No,44,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Manufacturing Director,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,7.090054869684499,0.31084364856403407,6
4181,4182,No,46,Travel_Rarely,Sales,2,3,Life Sciences,1,Research Scientist,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,8.047222222222222,0.31461199893923814,9
4182,4183,No,33,Travel_Rarely,Sales,3,3,Medical,1,Manufacturing Director,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,6.498368794326241,0.27506446469041723,14
4183,4184,No,44,Travel_Rarely,Human Resources,26,3,Life Sciences,5,Healthcare Representative,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,8.495504840940526,0.30870173288947916,8
4184,4185,No,30,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Research Scientist,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,6.058577405857741,0.3120128909216944,10
4185,4186,Yes,39,Travel_Rarely,Human Resources,1,4,Medical,1,Sales Executive,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,6.508713692946058,0.32257915723149905,8
4186,4187,Yes,24,Travel_Rarely,Human Resources,2,5,Human Resources,3,Sales Executive,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,9.683741496598639,0.2924830228637549,4
4187,4188,No,43,Travel_Rarely,Sales,9,5,Technical Degree,1,Research Director,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,6.508262108262109,0.3075160411015602,15
4188,4189,Yes,50,Travel_Rarely,Research & Development,12,4,Medical,1,Research Director,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,8.931222707423581,0.28948775953328065,20
4189,4190,No,35,Travel_Rarely,Sales,2,4,Marketing,3,Manufacturing Director,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,7.090414878397711,0.27717350119433704,16
4190,4191,No,36,Travel_Rarely,Research & Development,25,1,Life Sciences,4,Sales Executive,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,9.114345991561182,0.3028664531561133,12
4191,4192,No,33,Travel_Frequently,Sales,9,2,Marketing,4,Human Resources,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,6.563528591352858,0.31521270702529547,10
4192,4193,No,35,Travel_Rarely,Research & Development,10,1,Medical,1,Research Scientist,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,6.19536652835408,0.27463537469123084,8
4193,4194,No,27,Travel_Rarely,Sales,8,2,Marketing,3,Research Scientist,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,7.593026499302649,0.29369667927755155,10
4194,4195,Yes,26,Travel_Rarely,Sales,4,3,Marketing,2,Manager,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,7.717532467532466,0.30632536497136437,18
4195,4196,No,27,Travel_Frequently,Sales,24,3,Life Sciences,4,Healthcare Representative,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,6.806286549707603,0.2948170737475796,21
4196,4197,No,30,Travel_Frequently,Research & Development,1,4,Medical,1,Research Scientist,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,6.8198275862068956,0.32581252537480576,17
4197,4198,Yes,41,Travel_Rarely,Sales,20,4,Marketing,2,Sales Executive,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,5.989075630252101,0.31133981254234505,11
4198,4199,No,34,Non-Travel,Research & Development,7,2,Technical Degree,1,Research Scientist,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,7.812932226832642,0.3125282844091304,8
4199,4200,No,37,Travel_Rarely,Research & Development,17,3,Life Sciences,3,Sales Executive,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,6.091262848751835,0.3123706129404479,22
4200,4201,No,46,Travel_Frequently,Research & Development,20,3,Technical Degree,3,Sales Executive,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,3.0,3,3,9.277824858757063,0.27993185110894653,13
4201,4202,No,35,Travel_Rarely,Research & Development,8,4,Medical,3,Research Scientist,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,6.891839557399724,0.32001077679379103,8
4202,4203,Yes,48,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Sales Executive,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,9.344822695035463,0.2855344692011048,14
4203,4204,Yes,28,Travel_Rarely,Research & Development,10,1,Medical,1,Sales Executive,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4,10.718821839080459,0.3005823703448608,17
4204,4205,No,44,Travel_Rarely,Research & Development,1,1,Medical,3,Research Scientist,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3,9.405160390516038,0.2930884609848527,10
4205,4206,No,35,Non-Travel,Research & Development,5,4,Technical Degree,3,Manufacturing Director,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3,9.544985875706214,0.3062816143613526,13
4206,4207,No,26,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Sales Executive,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3,4,10.212660944206009,0.3010800395892599,16
4207,4208,No,33,Travel_Frequently,Sales,29,4,Life Sciences,1,Human Resources,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3,8.229707112970711,0.2836032970017797,10
4208,4209,No,35,Travel_Frequently,Research & Development,15,3,Medical,3,Manufacturing Director,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3,4,6.51025641025641,0.28695395855390077,15
4209,4210,No,35,Travel_Rarely,Human Resources,3,2,Life Sciences,1,Laboratory Technician,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2,3,8.808441558441558,0.2934423176209106,18
4210,4211,No,31,Travel_Rarely,Sales,10,2,Life Sciences,2,Research Scientist,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3,3,6.108581560283688,0.30958810787788593,14
4211,4212,No,37,Travel_Rarely,Sales,4,3,Marketing,4,Human Resources,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3,3,7.373944687045123,0.2826718279155175,20
4212,4213,No,32,Travel_Rarely,Research & Development,21,3,Other,2,Sales Executive,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3,3,8.126695526695526,0.29111700279476804,18
4213,4214,No,38,Travel_Frequently,Research & Development,25,3,Medical,2,Manufacturing Director,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3,3,6.2348675034867505,0.31064706335701214,10
4214,4215,No,50,Travel_Rarely,Sales,2,4,Marketing,4,Research Scientist,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3,3,9.482641770401106,0.30707348884239316,8
4215,4216,No,59,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Laboratory Technician,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3,3,6.8808060109289615,0.300976305550837,5
4216,4217,No,36,Travel_Rarely,Sales,1,2,Marketing,2,Sales Executive,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3,3,5.988719068413393,0.3131403431340542,20
4217,4218,No,55,Travel_Rarely,Research & Development,7,3,Medical,3,Research Scientist,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3,3,8.109097222222223,0.3062381816187734,9
4218,4219,No,36,Travel_Frequently,Research & Development,3,3,Life Sciences,2,Laboratory Technician,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3,3,7.219324712643678,0.31697863326835174,17
4219,4220,No,45,Travel_Rarely,Research & Development,1,2,Medical,1,Sales Executive,70830,2.0,12,1,25.0,5,1,0,0,2.0,,3.0,3,3,6.761739130434782,0.2927049751515523,19
4220,4221,No,35,Travel_Frequently,Human Resources,9,3,Other,2,Sales Representative,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3,3,6.108296622613804,0.28801043538252147,22
4221,4222,Yes,36,Travel_Rarely,Sales,7,2,Life Sciences,4,Laboratory Technician,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4,3,8.89539295392954,0.29333380152869865,3
4222,4223,No,59,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Research Scientist,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2,3,6.798744769874477,0.3100791060558494,10
4223,4224,No,29,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Sales Representative,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3,3,7.813319672131147,0.2846824994558528,5
4224,4225,No,31,Travel_Rarely,Research & Development,3,2,Medical,3,Sales Executive,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1,4,6.349115044247788,0.2982482509809548,23
4225,4226,No,32,Travel_Rarely,Sales,3,4,Life Sciences,2,Manufacturing Director,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2,3,7.513969571230983,0.2992511954938071,8
4226,4227,No,36,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Sales Representative,43200,,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3,3,7.205790960451977,0.3053306774506717,13
4227,4228,No,31,Travel_Rarely,Research & Development,27,3,Medical,2,Research Director,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3,3,6.118695652173914,0.3003793722541252,19
4228,4229,No,35,Travel_Rarely,Research & Development,2,4,Medical,2,Healthcare Representative,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4,3,5.998804500703235,0.2731837705084164,12
4229,4230,No,45,Travel_Rarely,Human Resources,14,3,Human Resources,1,Sales Executive,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1,3,8.909103641456584,0.29380268583414926,11
4230,4231,No,37,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Sales Executive,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3,3,6.567965367965368,0.3258403820102382,18
4231,4232,No,46,Travel_Rarely,Research & Development,9,3,Medical,3,Manager,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3,3,10.30601092896175,0.2778361415588907,5
4232,4233,No,30,Travel_Rarely,Sales,18,3,Life Sciences,4,Human Resources,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3,3,9.174476987447697,0.28565077902052755,10
4233,4234,No,35,Travel_Rarely,Research & Development,20,4,Life Sciences,3,Human Resources,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3,3,7.878601694915254,0.2785994930204497,13
4234,4235,No,55,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Laboratory Technician,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3,3,6.695545977011495,0.26619352564786836,17
4235,4236,No,38,Non-Travel,Sales,11,1,Marketing,2,Laboratory Technician,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4,3,8.808543417366947,0.3032146899612598,11
4236,4237,No,34,Travel_Rarely,Research & Development,8,2,Medical,1,Research Scientist,58780,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0,3,3,7.97907949790795,0.30244515500052316,10
4237,4238,No,56,Travel_Rarely,Human Resources,2,1,Medical,2,Sales Executive,26440,4.0,11,1,37.0,2,6,0,2,4.0,4.0,2.0,3,3,6.305165289256198,0.2946604639661261,7
4238,4239,No,23,Travel_Rarely,Research & Development,10,3,Medical,2,Laboratory Technician,64390,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0,3,4,6.4015873015873,0.2877695836733337,18
4239,4240,No,51,Travel_Rarely,Research & Development,29,4,Life Sciences,5,Manufacturing Director,24510,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0,2,3,6.725720164609053,0.2840451324777267,6
4240,4241,No,30,Travel_Rarely,Sales,8,2,Technical Degree,1,Sales Representative,63920,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0,4,4,7.587569444444445,0.30228201480366873,9
4241,4242,Yes,46,Travel_Rarely,Sales,1,2,Medical,2,Research Scientist,97140,1.0,22,0,9.0,0,9,4,7,3.0,4.0,3.0,3,4,6.169162995594714,0.3139303437946083,22
4242,4243,No,40,Travel_Frequently,Research & Development,6,3,Medical,1,Healthcare Representative,60770,1.0,16,2,22.0,2,22,11,11,3.0,2.0,2.0,2,3,7.406172839506172,0.31721068472432795,6
4243,4244,No,51,Travel_Rarely,Research & Development,8,4,Life Sciences,5,Sales Representative,24500,0.0,12,1,11.0,2,10,1,0,3.0,4.0,1.0,3,3,10.096976090014065,0.29226871420596084,12
4244,4245,No,30,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Manufacturing Director,92500,1.0,12,3,11.0,0,11,2,7,3.0,2.0,2.0,3,3,8.090725244072525,0.30437494053469366,10
4245,4246,No,46,Travel_Frequently,Research & Development,12,1,Medical,1,Laboratory Technician,20740,2.0,15,1,21.0,3,10,9,5,3.0,1.0,2.0,3,3,8.995034013605444,0.28346585332194285,4
4246,4247,No,32,Travel_Rarely,Sales,15,3,Marketing,1,Research Scientist,101690,1.0,14,0,12.0,6,11,5,7,2.0,3.0,3.0,2,3,7.266108786610879,0.31393657659707613,10
4247,4248,No,54,Travel_Rarely,Research & Development,25,1,Medical,1,Laboratory Technician,48550,9.0,25,1,16.0,2,4,0,3,1.0,3.0,1.0,2,4,7.62804347826087,0.3020178323485233,19
4248,4249,No,24,Travel_Rarely,Sales,6,2,Marketing,2,Research Scientist,40870,0.0,20,3,4.0,1,3,0,2,1.0,3.0,2.0,3,4,7.805439330543933,0.2842824858619427,10
4249,4250,No,28,Non-Travel,Sales,9,4,Medical,2,Laboratory Technician,23670,1.0,13,0,5.0,2,5,0,4,2.0,3.0,4.0,2,3,5.983050847457627,0.29583170645567985,13
4250,4251,No,58,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Sales Executive,29720,0.0,14,0,38.0,2,37,1,8,4.0,3.0,2.0,4,3,7.117500000000001,0.29604530746842456,9
4251,4252,No,44,Non-Travel,Research & Development,23,2,Medical,1,Research Scientist,195860,4.0,16,0,17.0,3,3,1,2,2.0,2.0,4.0,2,3,6.7365497076023395,0.33333974550106343,21
4252,4253,Yes,37,Travel_Rarely,Human Resources,9,3,Human Resources,2,Healthcare Representative,54840,4.0,17,0,7.0,4,3,0,2,3.0,1.0,3.0,3,3,10.096639231824417,0.29283690249860783,6
4253,4254,No,32,Travel_Rarely,Human Resources,12,2,Human Resources,1,Sales Representative,20610,1.0,15,1,1.0,2,1,0,0,4.0,1.0,3.0,2,3,8.001001430615165,0.2711074244143524,16
4254,4255,Yes,20,Travel_Frequently,Sales,4,4,Life Sciences,2,Healthcare Representative,99240,1.0,22,0,1.0,3,1,1,0,4.0,4.0,3.0,3,4,10.716804979253112,0.29908417033235823,8
4255,4256,No,34,Travel_Rarely,Research & Development,1,4,Other,4,Laboratory Technician,41980,1.0,22,1,16.0,2,16,2,10,1.0,3.0,3.0,2,4,7.607763532763533,0.2862101033952597,15
4256,4257,No,37,Non-Travel,Sales,24,2,Life Sciences,1,Research Scientist,68150,5.0,20,1,17.0,3,1,0,0,3.0,4.0,4.0,3,4,7.75255878284924,0.29893255518150386,8
4257,4258,No,59,Non-Travel,Research & Development,12,2,Life Sciences,2,Sales Executive,47230,9.0,14,0,30.0,0,3,2,2,3.0,4.0,3.0,3,3,7.206151645207439,0.3221001687829528,16
4258,4259,No,50,Travel_Frequently,Research & Development,3,4,Medical,4,Research Scientist,61420,3.0,13,2,28.0,3,8,0,7,1.0,2.0,2.0,2,3,9.577254098360656,0.29974286355149843,5
4259,4260,Yes,25,Travel_Rarely,Sales,10,1,Marketing,2,Research Director,82370,1.0,13,0,6.0,6,6,0,3,3.0,3.0,3.0,2,3,8.478994490358126,0.2777826887908353,7
4260,4261,No,25,Travel_Rarely,Research & Development,26,3,Technical Degree,1,Laboratory Technician,88530,1.0,22,1,2.0,3,2,2,1,4.0,4.0,3.0,3,4,7.685007278020378,0.3115103250702003,20
4261,4262,No,22,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Sales Representative,193310,1.0,12,1,1.0,2,0,0,0,2.0,4.0,3.0,3,3,6.288680555555556,0.29754453415765975,9
4262,4263,No,51,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Sales Executive,20730,3.0,14,1,23.0,4,13,12,8,1.0,1.0,2.0,3,3,7.502669552669551,0.29380134838850447,18
4263,4264,Yes,34,Travel_Frequently,Human Resources,4,4,Life Sciences,5,Sales Executive,55620,1.0,15,0,9.0,3,9,0,6,1.0,3.0,3.0,3,3,8.176312056737588,0.302669942528085,14
4264,4265,No,54,Non-Travel,Research & Development,9,3,Life Sciences,1,Laboratory Technician,196130,2.0,17,0,23.0,5,5,4,4,4.0,4.0,3.0,3,3,8.07810320781032,0.2868930223454548,10
4265,4266,No,24,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Laboratory Technician,34070,0.0,13,1,6.0,4,5,1,2,2.0,3.0,3.0,3,3,6.515656565656566,0.3105162413100253,18
4266,4267,No,34,Travel_Rarely,Sales,4,3,Marketing,2,Sales Representative,50630,6.0,12,1,12.0,2,1,0,0,3.0,2.0,3.0,3,3,6.021014492753624,0.29325416385940367,19
4267,4268,No,37,Travel_Rarely,Sales,6,1,Technical Degree,1,Laboratory Technician,46390,2.0,12,2,12.0,3,5,1,3,3.0,4.0,3.0,3,3,6.21173104434907,0.2947452820033586,16
4268,4269,No,34,Travel_Rarely,Sales,9,2,Medical,2,Healthcare Representative,48760,2.0,21,1,14.0,3,11,5,8,3.0,1.0,3.0,3,4,7.862842712842713,0.3069086657048053,18
