,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
3574,3575,19,Yes,Non-Travel,Sales,2,2,Other,3575,3,Healthcare Representative,98240,1.0,18,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,Yes
3575,3576,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,3576,1,Manufacturing Director,99500,1.0,20,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,No
3576,3577,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3577,2,Sales Executive,20930,3.0,19,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,No
3577,3578,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,3578,2,Laboratory Technician,99800,1.0,12,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,No
3578,3579,31,No,Travel_Rarely,Sales,24,1,Marketing,3579,1,Sales Executive,38940,1.0,12,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,No
3579,3580,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,3580,1,Research Scientist,40510,5.0,16,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,No
3580,3581,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,3581,3,Laboratory Technician,168350,3.0,17,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,No
3581,3582,49,No,Travel_Rarely,Sales,14,4,Life Sciences,3582,2,Research Scientist,62300,2.0,14,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,No
3582,3583,36,No,Travel_Frequently,Sales,5,2,Marketing,3583,1,Laboratory Technician,47170,1.0,19,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,No
3583,3584,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3584,2,Laboratory Technician,132370,5.0,13,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,No
3584,3585,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3585,2,Laboratory Technician,37550,1.0,19,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,No
3585,3586,29,No,Travel_Rarely,Sales,17,4,Medical,3586,1,Laboratory Technician,65820,1.0,19,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,No
3586,3587,48,No,Travel_Rarely,Sales,1,1,Marketing,3587,2,Manufacturing Director,74060,6.0,14,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,No
3587,3588,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,3588,2,Healthcare Representative,48050,3.0,16,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,No
3588,3589,34,No,Travel_Rarely,Sales,9,4,Medical,3589,2,Laboratory Technician,27410,0.0,15,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,No
3589,3590,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3590,1,Laboratory Technician,42620,7.0,18,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,No
3590,3591,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,3591,2,Research Scientist,161840,0.0,13,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,No
3591,3592,19,No,Travel_Rarely,Sales,2,4,Marketing,3592,3,Laboratory Technician,115570,1.0,22,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,No
3592,3593,23,No,Travel_Rarely,Sales,2,3,Medical,3593,3,Laboratory Technician,18780,1.0,13,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,No
3593,3594,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,3594,1,Manufacturing Director,109320,1.0,11,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,Yes
3594,3595,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,3595,2,Research Scientist,68110,1.0,11,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,No
3595,3596,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,3596,2,Laboratory Technician,43060,2.0,11,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,Yes
3596,3597,55,No,Non-Travel,Research & Development,27,3,Life Sciences,3597,2,Manager,48590,1.0,24,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,No
3597,3598,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,3598,4,Research Scientist,53370,1.0,14,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,Yes
3598,3599,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3599,1,Manufacturing Director,23400,2.0,13,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,No
3599,3600,34,No,Travel_Rarely,Sales,13,4,Medical,3600,3,Sales Representative,74910,0.0,14,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,No
3600,3601,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,3601,2,Research Director,105270,4.0,14,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,No
3601,3602,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3602,2,Research Scientist,165950,6.0,21,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,No
3602,3603,34,No,Travel_Frequently,Sales,14,4,Medical,3603,3,Research Scientist,88340,4.0,13,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,No
3603,3604,28,No,Travel_Frequently,Research & Development,2,3,Other,3604,1,Manager,55770,0.0,19,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,No
3604,3605,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,3605,2,Research Scientist,47070,1.0,17,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,No
3605,3606,34,No,Travel_Frequently,Sales,1,3,Life Sciences,3606,2,Sales Executive,24000,4.0,18,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,No
3606,3607,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3607,4,Healthcare Representative,98240,0.0,19,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,No
3607,3608,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3608,1,Manager,64470,6.0,13,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,No
3608,3609,43,No,Travel_Rarely,Research & Development,7,2,Medical,3609,1,Laboratory Technician,195020,3.0,18,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,No
3609,3610,36,No,Travel_Rarely,Research & Development,2,4,Medical,3610,1,Healthcare Representative,27250,9.0,21,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,No
3610,3611,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,3611,2,Laboratory Technician,62720,1.0,19,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,Yes
3611,3612,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3612,2,Sales Representative,21270,1.0,14,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,No
3612,3613,51,No,Travel_Frequently,Sales,21,4,Medical,3613,2,Research Scientist,182000,0.0,17,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,No
3613,3614,30,No,Non-Travel,Research & Development,2,4,Other,3614,1,Research Scientist,20960,7.0,11,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,No
3614,3615,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,3615,1,Sales Representative,28860,3.0,13,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,Yes
3615,3616,28,No,Travel_Rarely,Sales,1,4,Life Sciences,3616,2,Sales Representative,20330,2.0,15,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,No
3616,3617,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,3617,1,Research Scientist,36220,1.0,25,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,No
3617,3618,32,No,Travel_Rarely,Research & Development,10,4,Other,3618,1,Sales Executive,42330,1.0,11,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,No
3618,3619,45,No,Travel_Frequently,Research & Development,19,3,Medical,3619,3,Laboratory Technician,36810,3.0,17,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,No
3619,3620,39,No,Travel_Rarely,Sales,29,1,Marketing,3620,1,Laboratory Technician,54600,6.0,13,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,No
3620,3621,58,No,Travel_Rarely,Research & Development,27,3,Other,3621,2,Laboratory Technician,21870,1.0,18,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,No
3621,3622,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,3622,1,Sales Executive,96020,1.0,13,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,Yes
3622,3623,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,3623,2,Laboratory Technician,28360,0.0,20,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,Yes
3623,3624,30,No,Travel_Rarely,Sales,9,1,Marketing,3624,4,Research Director,40890,0.0,18,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,No
3624,3625,36,No,Travel_Rarely,Sales,1,3,Marketing,3625,2,Sales Executive,166270,3.0,12,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,No
3625,3626,46,No,Travel_Rarely,Sales,4,3,Medical,3626,1,Research Scientist,26190,6.0,12,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,No
3626,3627,28,No,Non-Travel,Research & Development,1,3,Medical,3627,5,Sales Executive,56790,0.0,13,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,No
3627,3628,50,No,Travel_Rarely,Research & Development,20,2,Medical,3628,5,Laboratory Technician,154020,4.0,21,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,No
3628,3629,40,Yes,Travel_Rarely,Sales,8,1,Other,3629,1,Laboratory Technician,59850,2.0,13,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,Yes
3629,3630,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,3630,3,Laboratory Technician,25790,9.0,19,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,Yes
3630,3631,30,No,Travel_Rarely,Research & Development,6,4,Medical,3631,1,Sales Executive,30410,1.0,11,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,No
3631,3632,39,No,Travel_Rarely,Research & Development,26,1,Medical,3632,2,Healthcare Representative,34470,0.0,14,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,No
3632,3633,31,No,Non-Travel,Research & Development,1,2,Medical,3633,1,Sales Executive,195130,1.0,12,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,No
3633,3634,41,No,Non-Travel,Sales,6,3,Life Sciences,3634,1,Research Director,27730,1.0,11,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,No
3634,3635,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,3635,1,Sales Executive,71040,1.0,14,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,Yes
3635,3636,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,3636,1,Laboratory Technician,63220,4.0,11,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,Yes
3636,3637,42,No,Non-Travel,Research & Development,4,3,Life Sciences,3637,2,Laboratory Technician,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,No
3637,3638,55,No,Travel_Rarely,Sales,11,3,Technical Degree,3638,2,Manufacturing Director,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,No
3638,3639,56,No,Travel_Rarely,Sales,3,2,Medical,3639,3,Manufacturing Director,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,No
3639,3640,40,No,Non-Travel,Research & Development,1,1,Life Sciences,3640,1,Laboratory Technician,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,No
3640,3641,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,3641,2,Research Director,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,No
3641,3642,40,No,Travel_Rarely,Sales,4,3,Medical,3642,2,Sales Executive,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,No
3642,3643,41,No,Travel_Frequently,Sales,1,4,Other,3643,2,Healthcare Representative,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,No
3643,3644,35,No,Travel_Frequently,Sales,1,2,Technical Degree,3644,2,Manager,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,No
3644,3645,51,No,Travel_Rarely,Sales,18,2,Life Sciences,3645,4,Manufacturing Director,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,No
3645,3646,38,No,Travel_Rarely,Sales,2,4,Life Sciences,3646,1,Research Scientist,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,No
3646,3647,34,No,Travel_Rarely,Sales,4,3,Life Sciences,3647,2,Research Scientist,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,No
3647,3648,25,No,Travel_Rarely,Research & Development,6,2,Medical,3648,4,Research Scientist,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,No
3648,3649,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,3649,2,Sales Executive,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,Yes
3649,3650,40,No,Travel_Rarely,Research & Development,14,4,Medical,3650,1,Research Scientist,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,No
3650,3651,36,No,Travel_Frequently,Sales,16,2,Life Sciences,3651,1,Research Scientist,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,No
3651,3652,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,3652,2,Research Scientist,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,No
3652,3653,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3653,2,Laboratory Technician,48510,8.0,18,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,No
3653,3654,51,No,Travel_Rarely,Research & Development,4,1,Medical,3654,3,Manufacturing Director,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,No
3654,3655,18,No,Non-Travel,Research & Development,1,4,Medical,3655,2,Sales Executive,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,,3,4,No
3655,3656,35,No,Travel_Rarely,Research & Development,1,4,Other,3656,2,Research Director,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,No
3656,3657,27,No,Travel_Frequently,Research & Development,26,4,Medical,3657,1,Research Director,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,No
3657,3658,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,3658,1,Human Resources,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,Yes
3658,3659,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,3659,2,Laboratory Technician,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,No
3659,3660,34,No,Non-Travel,Sales,1,2,Life Sciences,3660,2,Research Scientist,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,No
3660,3661,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3661,2,Sales Executive,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,No
3661,3662,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3662,1,Research Scientist,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,No
3662,3663,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,3663,2,Manufacturing Director,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,Yes
3663,3664,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,3664,1,Manufacturing Director,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,Yes
3664,3665,38,No,Travel_Frequently,Research & Development,7,3,Medical,3665,2,Sales Representative,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,No
3665,3666,34,No,Travel_Rarely,Research & Development,10,4,Other,3666,2,Laboratory Technician,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,No
3666,3667,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3667,2,Healthcare Representative,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,No
3667,3668,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,3668,2,Sales Executive,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,Yes
3668,3669,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,3669,2,Healthcare Representative,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,No
3669,3670,51,No,Travel_Frequently,Research & Development,20,3,Medical,3670,2,Sales Executive,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,No
3670,3671,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3671,4,Sales Executive,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,No
3671,3672,37,No,Travel_Rarely,Research & Development,2,2,Medical,3672,1,Healthcare Representative,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,No
3672,3673,33,No,Travel_Frequently,Research & Development,2,3,Medical,3673,1,Sales Executive,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,No
3673,3674,32,No,Travel_Rarely,Research & Development,1,4,Medical,3674,5,Research Director,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,No
3674,3675,39,No,Non-Travel,Research & Development,29,2,Life Sciences,3675,2,Sales Executive,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,No
3675,3676,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3676,1,Sales Executive,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,No
3676,3677,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,3677,2,Sales Executive,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,No
3677,3678,43,No,Travel_Rarely,Research & Development,2,2,Medical,3678,1,Laboratory Technician,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,No
3678,3679,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3679,1,Human Resources,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,No
3679,3680,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,3680,1,Research Scientist,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,Yes
3680,3681,26,No,Travel_Rarely,Research & Development,2,2,Other,3681,3,Laboratory Technician,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,No
3681,3682,42,No,Travel_Rarely,Sales,23,3,Marketing,3682,3,Research Scientist,26420,0.0,13,1,21.0,3,20,0,9,,1.0,3.0,3,3,No
3682,3683,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,3683,1,Healthcare Representative,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,No
3683,3684,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,3684,2,Manager,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,No
3684,3685,35,No,Travel_Frequently,Research & Development,6,4,Medical,3685,2,Research Director,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,No
3685,3686,25,No,Travel_Rarely,Research & Development,1,4,Medical,3686,2,Sales Executive,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,No
3686,3687,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,3687,1,Research Scientist,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,No
3687,3688,29,No,Travel_Rarely,Sales,9,3,Life Sciences,3688,1,Laboratory Technician,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,No
3688,3689,49,Yes,Travel_Frequently,Sales,6,5,Medical,3689,2,Healthcare Representative,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,Yes
3689,3690,29,Yes,Travel_Frequently,Sales,3,2,Marketing,3690,2,Laboratory Technician,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,Yes
3690,3691,54,No,Travel_Rarely,Sales,1,3,Medical,3691,2,Manager,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,No
3691,3692,58,No,Travel_Rarely,Sales,22,3,Life Sciences,3692,2,Laboratory Technician,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,No
3692,3693,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3693,3,Research Scientist,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,No
3693,3694,36,No,Travel_Rarely,Research & Development,1,3,Medical,3694,2,Sales Executive,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,No
3694,3695,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,3695,2,Manager,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,Yes
3695,3696,30,No,Travel_Rarely,Sales,3,3,Life Sciences,3696,3,Sales Executive,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,No
3696,3697,31,No,Travel_Rarely,Research & Development,1,3,Medical,3697,1,Laboratory Technician,168560,3.0,12,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,No
3697,3698,34,No,Travel_Frequently,Sales,2,1,Marketing,3698,5,Manager,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,No
3698,3699,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,3699,1,Research Scientist,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,Yes
3699,3700,27,No,Travel_Rarely,Human Resources,11,4,Medical,3700,4,Sales Executive,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,No
3700,3701,36,No,Travel_Rarely,Sales,1,3,Marketing,3701,2,Research Scientist,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,No
3701,3702,36,No,Travel_Rarely,Research & Development,24,3,Other,3702,3,Research Director,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,No
3702,3703,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3703,2,Sales Executive,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,No
3703,3704,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,3704,2,Research Scientist,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,Yes
3704,3705,37,No,Non-Travel,Sales,8,4,Medical,3705,1,Healthcare Representative,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,No
3705,3706,56,No,Travel_Rarely,Research & Development,10,4,Other,3706,2,Sales Representative,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,No
3706,3707,47,No,Travel_Rarely,Research & Development,3,2,Medical,3707,2,Laboratory Technician,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,No
3707,3708,24,No,Travel_Rarely,Research & Development,5,1,Other,3708,1,Manufacturing Director,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,No
3708,3709,32,No,Travel_Rarely,Sales,4,3,Marketing,3709,1,Research Scientist,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,No
3709,3710,34,No,Travel_Rarely,Research & Development,9,2,Medical,3710,1,Sales Executive,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,No
3710,3711,41,No,Travel_Rarely,Research & Development,26,3,Medical,3711,3,Sales Executive,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,No
3711,3712,40,No,Non-Travel,Sales,3,2,Life Sciences,3712,1,Sales Executive,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,No
3712,3713,31,No,Travel_Rarely,Research & Development,16,3,Medical,3713,2,Human Resources,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,No
3713,3714,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,3714,1,Manufacturing Director,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,Yes
3714,3715,39,Yes,Non-Travel,Research & Development,2,4,Medical,3715,2,Manufacturing Director,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,Yes
3715,3716,31,Yes,Travel_Frequently,Sales,2,3,Medical,3716,2,Sales Executive,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,Yes
3716,3717,45,No,Travel_Rarely,Sales,10,2,Marketing,3717,1,Sales Executive,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,No
3717,3718,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,3718,3,Human Resources,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,No
3718,3719,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,3719,1,Laboratory Technician,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,Yes
3719,3720,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3720,1,Research Scientist,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,No
3720,3721,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,3721,2,Research Scientist,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,No
3721,3722,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,3722,2,Research Scientist,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,Yes
3722,3723,40,No,Non-Travel,Research & Development,25,4,Other,3723,1,Sales Executive,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,No
3723,3724,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3724,1,Research Scientist,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,No
3724,3725,44,No,Non-Travel,Research & Development,5,3,Life Sciences,3725,1,Laboratory Technician,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,No
3725,3726,53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,3726,2,Manager,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,No
3726,3727,49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3727,3,Laboratory Technician,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,No
3727,3728,40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3728,3,Laboratory Technician,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,No
3728,3729,44,No,Travel_Rarely,Research & Development,5,1,Other,3729,3,Research Scientist,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,No
3729,3730,33,No,Travel_Frequently,Human Resources,10,3,Medical,3730,2,Sales Executive,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,No
